resultId;number;grid;position;positionText;positionOrder;points;laps;fastestLap;rank;fastestLapTime;fastestLapSpeed;raceId;driverId;constructorId;statusId
350;5;6;2;2;2;8.0;71;39;8;1:14.229;208.980;35;4;4;1
351;1;3;3;3;3;6.0;71;59;3;1:14.117;209.296;35;8;6;1
352;15;7;4;4;4;5.0;71;25;7;1:14.214;209.022;35;20;5;1
353;22;4;5;5;5;4.0;71;31;4;1:14.159;209.177;35;1;1;1
354;12;10;6;6;6;3.0;71;32;2;1:14.057;209.465;35;10;7;1
355;23;5;7;7;7;2.0;71;36;6;1:14.207;209.042;35;5;1;1
356;11;2;8;8;8;1.0;71;40;5;1:14.167;209.155;35;15;7;1
357;10;12;9;9;9;0.0;71;40;14;1:15.033;206.741;35;17;9;1
358;3;8;10;10;10;0.0;70;41;10;1:14.652;207.796;35;2;2;11
359;4;13;11;11;11;0.0;70;61;9;1:14.375;208.570;35;9;2;11
360;7;18;12;12;12;0.0;70;35;12;1:14.934;207.014;35;3;3;11
361;16;17;13;13;13;0.0;70;59;11;1:14.759;207.498;35;18;11;11
362;14;9;14;14;14;0.0;70;57;13;1:14.951;206.967;35;7;5;11
363;17;15;15;15;15;0.0;70;35;16;1:15.414;205.696;35;22;11;11
364;20;20;16;16;16;0.0;69;60;17;1:15.773;204.721;35;16;10;12
365;8;16;17;17;17;0.0;69;50;18;1:15.865;204.473;35;6;3;12
366;21;19;18;18;18;0.0;69;36;15;1:15.212;206.249;35;21;10;12
367;6;11;0;R;19;0.0;0;\N;\N;\N;\N;35;12;4;3
368;9;14;0;R;20;0.0;0;\N;\N;\N;\N;35;14;9;4
369;6;1;1;1;1;10.0;58;41;1;1:25.235;223.978;36;8;6;1
370;1;2;2;2;2;8.0;58;20;2;1:26.314;221.178;36;4;1;1
371;2;4;3;3;3;6.0;58;20;3;1:26.351;221.083;36;1;1;1
372;9;3;4;4;4;5.0;58;37;6;1:26.722;220.137;36;2;2;1
373;3;6;5;5;5;4.0;58;18;7;1:26.892;219.707;36;21;4;1
374;5;22;6;6;6;3.0;58;28;8;1:27.044;219.323;36;13;6;1
375;16;12;7;7;7;2.0;57;40;5;1:26.721;220.140;36;3;3;11
376;11;9;8;8;8;1.0;57;42;12;1:27.796;217.444;36;23;7;11
377;12;8;9;9;9;0.0;57;45;13;1:28.034;216.857;36;15;7;11
378;4;13;10;10;10;0.0;57;44;10;1:27.592;217.951;36;5;4;11
379;8;16;11;11;11;0.0;57;17;14;1:28.098;216.699;36;22;11;11
380;22;10;12;12;12;0.0;57;20;18;1:28.487;215.746;36;11;8;11
381;15;7;13;13;13;0.0;57;21;9;1:27.501;218.178;36;17;9;11
382;18;19;14;14;14;0.0;57;44;15;1:28.282;216.247;36;24;5;11
383;7;14;15;15;15;0.0;57;42;17;1:28.387;215.991;36;18;11;11
384;23;11;16;16;16;0.0;56;41;19;1:28.489;215.742;36;19;8;12
385;20;20;17;17;17;0.0;56;40;20;1:28.687;215.260;36;16;12;12
386;17;15;0;R;18;0.0;48;24;16;1:28.303;216.196;36;25;3;4
387;14;18;0;R;19;0.0;48;44;11;1:27.706;217.668;36;14;9;4
388;10;5;0;R;20;0.0;36;19;4;1:26.642;220.341;36;9;2;6
389;19;17;0;R;21;0.0;28;22;21;1:28.953;214.616;36;26;5;29
390;21;21;0;R;22;0.0;10;9;22;1:30.899;210.022;36;27;12;3
391;1;2;1;1;1;10.0;56;42;2;1:36.861;206.014;37;4;1;1
392;2;4;2;2;2;8.0;56;22;1;1:36.701;206.355;37;1;1;1
393;6;3;3;3;3;6.0;56;40;4;1:37.228;205.237;37;8;6;1
394;9;5;4;4;4;5.0;56;55;5;1:37.417;204.838;37;2;2;1
395;5;1;5;5;5;4.0;56;42;3;1:37.199;205.298;37;13;6;1
396;3;12;6;6;6;3.0;56;44;9;1:37.879;203.872;37;21;4;1
397;12;8;7;7;7;2.0;56;40;10;1:38.016;203.587;37;15;7;1
398;4;11;8;8;8;1.0;56;41;7;1:37.810;204.015;37;5;4;1
399;17;19;9;9;9;0.0;56;19;8;1:37.864;203.903;37;25;3;1
400;15;10;10;10;10;0.0;56;55;14;1:38.540;202.504;37;17;9;1
401;8;22;11;11;11;0.0;55;32;15;1:38.566;202.451;37;22;11;11
402;7;15;12;12;12;0.0;55;54;16;1:38.658;202.262;37;18;11;11
403;22;14;13;13;13;0.0;55;37;13;1:38.496;202.595;37;11;8;11
404;19;17;14;14;14;0.0;55;54;18;1:39.098;201.364;37;26;5;11
405;11;9;15;15;15;0.0;55;52;19;1:39.243;201.070;37;23;7;11
406;23;18;16;16;16;0.0;55;32;20;1:39.566;200.417;37;19;8;11
407;18;16;17;17;17;0.0;55;21;12;1:38.447;202.695;37;24;5;11
408;10;7;18;18;18;0.0;55;53;17;1:38.874;201.820;37;9;2;11
409;16;6;0;R;19;0.0;42;18;6;1:37.704;204.237;37;3;3;9
410;14;13;0;R;20;0.0;36;28;11;1:38.098;203.416;37;14;9;23
411;21;20;0;R;21;0.0;7;5;21;1:41.495;196.608;37;27;12;5
412;20;21;0;R;22;0.0;0;\N;\N;\N;\N;37;16;12;4
413;5;1;1;1;1;10.0;57;42;1;1:34.067;207.120;38;13;6;1
414;2;2;2;2;2;8.0;57;18;2;1:34.270;206.674;38;1;1;1
415;6;3;3;3;3;6.0;57;39;3;1:34.357;206.483;38;8;6;1
416;9;5;4;4;4;5.0;57;38;5;1:34.470;206.236;38;2;2;1
417;1;4;5;5;5;4.0;57;46;4;1:34.420;206.346;38;4;1;1
418;10;6;6;6;6;3.0;57;46;6;1:34.819;205.477;38;9;2;1
419;12;9;7;7;7;2.0;57;40;7;1:35.153;204.756;38;15;7;1
420;3;7;8;8;8;1.0;57;51;8;1:35.200;204.655;38;21;4;1
421;4;12;9;9;9;0.0;57;27;10;1:35.475;204.065;38;5;4;1
422;16;10;10;10;10;0.0;57;51;11;1:35.556;203.893;38;3;3;1
423;17;11;11;11;11;0.0;56;27;16;1:35.992;202.966;38;25;3;11
424;11;14;12;12;12;0.0;56;37;15;1:35.845;203.278;38;23;7;11
425;8;15;13;13;13;0.0;56;50;14;1:35.842;203.284;38;22;11;11
426;21;22;14;14;14;0.0;55;40;20;1:37.184;200.477;38;27;12;12
427;20;20;15;15;15;0.0;53;45;19;1:36.772;201.330;38;16;12;14
428;23;13;16;16;16;0.0;51;27;17;1:36.111;202.715;38;19;8;5
429;15;8;0;R;17;0.0;41;37;12;1:35.705;203.575;38;17;9;6
430;14;21;0;R;18;0.0;36;34;9;1:35.384;204.260;38;14;9;30
431;22;17;0;R;19;0.0;34;23;18;1:36.359;202.193;38;11;8;5
432;18;18;0;R;20;0.0;26;23;13;1:35.723;203.537;38;24;5;9
433;7;16;0;R;21;0.0;0;\N;\N;\N;\N;38;18;11;4
434;19;19;0;R;22;0.0;0;\N;\N;\N;\N;38;26;5;4
435;5;1;1;1;1;10.0;65;14;1;1:22.680;202.685;39;13;6;1
436;2;4;2;2;2;8.0;65;20;2;1:22.876;202.205;39;1;1;1
437;1;2;3;3;3;6.0;65;17;3;1:22.966;201.986;39;4;1;1
438;10;5;4;4;4;5.0;65;20;5;1:23.129;201.590;39;9;2;1
439;14;9;5;5;5;4.0;65;18;8;1:23.524;200.636;39;14;9;1
440;16;11;6;6;6;3.0;65;60;10;1:23.693;200.231;39;3;3;1
441;4;8;7;7;7;2.0;65;32;4;1:22.980;201.952;39;5;4;1
442;22;13;8;8;8;1.0;64;23;12;1:24.110;199.239;39;11;8;11
443;3;10;9;9;9;0.0;64;57;9;1:23.560;200.550;39;21;4;11
444;8;12;10;10;10;0.0;64;16;14;1:24.287;198.820;39;22;11;11
445;23;15;11;11;11;0.0;64;59;15;1:24.291;198.811;39;19;8;11
446;7;14;12;12;12;0.0;64;64;13;1:24.186;199.059;39;18;11;11
447;20;20;13;13;13;0.0;63;57;16;1:25.191;196.710;39;16;12;12
448;21;21;14;14;14;0.0;63;61;18;1:25.260;196.551;39;27;12;12
449;9;7;0;R;15;0.0;46;22;7;1:23.483;200.735;39;2;2;6
450;11;17;0;R;16;0.0;44;37;11;1:24.003;199.492;39;23;7;22
451;18;16;0;R;17;0.0;19;18;17;1:25.207;196.673;39;24;5;31
452;19;22;0;R;18;0.0;9;6;20;1:26.238;194.322;39;26;5;27
453;6;3;0;R;19;0.0;9;7;6;1:23.475;200.754;39;8;6;22
454;12;6;0;R;20;0.0;8;6;19;1:26.094;194.647;39;15;7;32
455;15;19;0;R;21;0.0;7;4;21;1:26.323;194.131;39;17;9;9
456;17;18;0;R;22;0.0;1;\N;\N;\N;\N;39;25;3;4
457;1;1;1;1;1;10.0;78;44;1;1:15.284;159.715;40;4;1;1
458;2;2;2;2;2;8.0;78;28;2;1:15.372;159.528;40;1;1;1
459;5;3;3;3;3;6.0;78;47;4;1:16.183;157.830;40;13;6;1
460;3;4;4;4;4;5.0;77;54;5;1:16.254;157.683;40;21;4;11
461;10;8;5;5;5;4.0;77;39;3;1:16.006;158.198;40;9;2;11
462;9;7;6;6;6;3.0;77;30;12;1:17.041;156.072;40;2;2;11
463;17;11;7;7;7;2.0;77;40;7;1:16.658;156.852;40;25;3;11
464;6;16;8;8;8;1.0;77;62;6;1:16.592;156.987;40;8;6;11
465;19;18;9;9;9;0.0;77;73;10;1:16.867;156.426;40;26;5;11
466;8;9;10;10;10;0.0;77;69;13;1:17.080;155.993;40;22;11;11
467;7;10;11;11;11;0.0;77;40;9;1:16.802;156.558;40;18;11;11
468;16;5;12;12;12;0.0;77;70;11;1:16.991;156.174;40;3;3;11
469;4;15;13;13;13;0.0;76;72;14;1:17.100;155.953;40;5;4;5
470;14;13;14;14;14;0.0;76;75;8;1:16.786;156.591;40;14;9;12
471;12;14;15;15;15;0.0;76;53;18;1:17.495;155.158;40;15;7;12
472;11;20;16;16;16;0.0;76;47;17;1:17.231;155.688;40;23;7;12
473;22;21;17;17;17;0.0;76;74;15;1:17.183;155.785;40;11;8;12
474;23;17;18;18;18;0.0;76;63;16;1:17.223;155.704;40;19;8;12
475;21;22;19;19;19;0.0;70;70;20;1:17.689;154.770;40;27;12;30
476;20;19;0;R;20;0.0;53;34;19;1:17.678;154.792;40;16;12;3
477;15;6;0;R;21;0.0;17;17;21;1:18.998;152.206;40;17;9;6
478;18;12;0;R;22;0.0;2;\N;\N;\N;\N;40;24;5;3
479;2;1;1;1;1;10.0;70;37;2;1:16.494;205.239;41;1;1;1
480;9;3;2;2;2;8.0;70;19;3;1:16.696;204.699;41;2;2;1
481;17;19;3;3;3;6.0;70;67;11;1:17.947;201.413;41;25;3;1
482;4;22;4;4;4;5.0;70;67;13;1:18.368;200.331;41;5;4;1
483;6;4;5;5;5;4.0;70;21;5;1:16.861;204.259;41;8;6;1
484;22;11;6;6;6;3.0;70;47;12;1:18.035;201.186;41;11;8;1
485;1;2;7;7;7;2.0;70;46;1;1:16.367;205.580;41;4;1;1
486;11;18;8;8;8;1.0;70;38;10;1:17.910;201.509;41;23;7;1
487;15;6;9;9;9;0.0;70;47;9;1:17.618;202.267;41;17;9;1
488;16;7;10;10;10;0.0;70;42;6;1:17.156;203.478;41;3;3;1
489;23;17;11;11;11;0.0;70;36;15;1:18.780;199.284;41;19;8;1
490;8;13;12;12;12;0.0;70;62;14;1:18.543;199.885;41;22;11;1
491;12;10;0;R;13;0.0;58;12;17;1:19.092;198.497;41;15;7;3
492;18;12;0;R;14;0.0;54;9;19;1:19.375;197.790;41;24;5;3
493;21;21;0;R;15;0.0;47;21;18;1:19.254;198.092;41;27;12;33
494;14;14;0;R;16;0.0;36;19;16;1:18.981;198.776;41;14;9;6
495;10;8;0;R;17;0.0;26;19;8;1:17.529;202.499;41;9;2;3
496;20;20;0;R;18;0.0;21;20;20;1:19.452;197.598;41;16;12;3
497;19;16;0;R;19;0.0;8;6;21;1:20.092;196.019;41;26;5;3
498;7;15;0;R;20;0.0;0;\N;\N;\N;\N;41;18;11;6
499;5;5;0;D;21;0.0;51;22;4;1:16.849;204.291;41;13;6;2
500;3;9;0;D;22;0.0;51;22;7;1:17.411;202.808;41;21;4;2
501;2;1;1;1;1;10.0;73;20;2;1:13.222;206.101;42;1;1;1
502;1;2;2;2;2;8.0;73;21;3;1:13.257;206.003;42;4;1;1
503;5;3;3;3;3;6.0;73;50;4;1:13.380;205.658;42;13;6;1
504;6;4;4;4;4;5.0;73;49;1;1:13.117;206.397;42;8;6;1
505;4;6;5;5;5;4.0;73;67;7;1:13.998;203.940;42;5;4;1
506;12;8;6;6;6;3.0;73;30;10;1:14.016;203.891;42;15;7;1
507;15;9;7;7;7;2.0;73;57;8;1:14.004;203.924;42;17;9;1
508;10;7;8;8;8;1.0;73;53;6;1:13.862;204.316;42;20;2;1
509;3;10;9;9;9;0.0;72;67;9;1:14.009;203.910;42;21;4;11
510;17;17;10;10;10;0.0;72;41;13;1:14.486;202.604;42;25;3;11
511;23;16;11;11;11;0.0;72;55;12;1:14.066;203.753;42;19;8;11
512;7;13;12;12;12;0.0;72;42;14;1:14.703;202.015;42;18;11;11
513;19;20;13;13;13;0.0;71;66;16;1:15.092;200.969;42;26;5;12
514;20;21;14;14;14;0.0;71;49;15;1:14.858;201.597;42;16;12;12
515;21;22;15;15;15;0.0;70;65;18;1:15.902;198.824;42;27;12;13
516;16;14;16;16;16;0.0;68;34;11;1:14.066;203.753;42;3;3;5
517;18;19;17;17;17;0.0;68;64;17;1:15.426;200.079;42;24;5;34
518;9;5;0;R;18;0.0;56;20;5;1:13.414;205.562;42;2;2;7
519;22;18;0;R;19;0.0;13;8;19;1:16.680;196.807;42;11;8;20
520;14;11;0;R;20;0.0;0;\N;\N;\N;\N;42;14;9;4
521;8;15;0;R;21;0.0;0;\N;\N;\N;\N;42;22;11;4
522;11;12;0;R;22;0.0;0;\N;\N;\N;\N;42;23;7;4
523;6;3;1;1;1;10.0;70;20;2;1:16.207;208.374;43;8;6;1
524;5;1;2;2;2;8.0;70;42;1;1:16.099;208.670;43;13;6;1
525;2;2;3;3;3;6.0;70;39;4;1:16.587;207.340;43;1;1;1
526;10;4;4;4;4;5.0;70;44;10;1:17.153;205.819;43;9;2;1
527;9;7;5;5;5;4.0;70;70;7;1:16.875;206.563;43;2;2;1
528;3;5;6;6;6;3.0;70;70;5;1:16.703;207.027;43;21;4;1
529;1;10;7;7;7;2.0;70;36;3;1:16.495;207.590;43;4;1;1
530;7;12;8;8;8;1.0;70;70;6;1:16.770;206.846;43;18;11;1
531;16;9;9;9;9;0.0;70;69;9;1:17.011;206.199;43;3;3;1
532;11;11;10;10;10;0.0;69;68;8;1:16.966;206.319;43;23;7;11
533;8;13;11;11;11;0.0;69;68;12;1:17.220;205.641;43;22;11;11
534;15;14;12;12;12;0.0;69;69;14;1:17.249;205.563;43;17;9;11
535;14;16;13;13;13;0.0;69;68;15;1:17.447;205.038;43;14;9;11
536;17;18;14;14;14;0.0;69;69;13;1:17.240;205.587;43;25;3;11
537;4;6;15;15;15;0.0;69;69;11;1:17.206;205.678;43;5;4;11
538;22;22;16;16;16;0.0;68;39;16;1:17.796;204.118;43;11;8;12
539;20;21;17;17;17;0.0;68;27;18;1:18.091;203.347;43;16;12;12
540;19;15;0;R;18;0.0;55;51;17;1:17.934;203.757;43;26;5;6
541;21;20;0;R;19;0.0;28;27;19;1:18.955;201.122;43;27;12;35
542;23;19;0;R;20;0.0;1;\N;\N;\N;\N;43;19;8;4
543;12;8;0;R;21;0.0;1;\N;\N;\N;\N;43;15;7;4
544;18;17;0;R;22;0.0;0;\N;\N;\N;\N;43;24;5;4
545;6;2;1;1;1;10.0;59;17;1;1:20.638;229.514;44;8;6;1
546;1;3;2;2;2;8.0;59;35;3;1:21.117;228.159;44;4;1;1
547;2;1;3;3;3;6.0;59;11;4;1:21.675;226.600;44;1;1;1
548;10;5;4;4;4;5.0;59;14;6;1:22.105;225.413;44;9;2;1
549;5;4;5;5;5;4.0;59;17;2;1:20.858;228.890;44;13;6;1
550;9;9;6;6;6;3.0;59;17;5;1:21.991;225.727;44;2;2;1
551;4;7;7;7;7;2.0;58;11;9;1:22.552;224.193;44;5;4;11
552;3;8;8;8;8;1.0;58;13;7;1:22.136;225.328;44;21;4;11
553;8;14;9;9;9;0.0;58;28;13;1:23.387;221.948;44;22;11;11
554;7;18;10;10;10;0.0;58;29;16;1:23.581;221.433;44;18;11;11
555;14;12;11;11;11;0.0;58;40;12;1:23.118;222.666;44;14;9;11
556;16;17;12;12;12;0.0;58;49;11;1:22.896;223.262;44;3;3;11
557;17;13;13;13;13;0.0;58;57;10;1:22.693;223.810;44;25;3;11
558;22;21;14;14;14;0.0;57;42;14;1:23.413;221.879;44;11;8;12
559;21;22;15;15;15;0.0;57;56;21;1:24.390;219.310;44;27;12;12
560;18;16;16;16;16;0.0;53;46;17;1:23.628;221.308;44;24;5;6
561;12;10;0;R;17;0.0;43;17;18;1:23.708;221.097;44;15;7;31
562;23;19;0;R;18;0.0;35;26;20;1:24.144;219.951;44;19;8;26
563;19;15;0;R;19;0.0;29;19;15;1:23.570;221.462;44;26;5;3
564;11;6;0;R;20;0.0;22;12;8;1:22.510;224.307;44;23;7;36
565;20;20;0;R;21;0.0;16;16;22;1:25.015;217.698;44;16;12;5
566;15;11;0;R;22;0.0;8;6;19;1:23.767;220.941;44;17;9;9
567;1;2;1;1;1;10.0;60;35;2;1:33.231;198.783;45;4;1;1
568;5;3;2;2;2;8.0;60;34;1;1:32.853;199.592;45;13;6;1
569;15;6;3;3;3;6.0;60;29;8;1:34.449;196.220;45;17;9;1
570;17;12;4;4;4;5.0;60;33;5;1:34.235;196.665;45;25;3;1
571;14;20;5;5;5;4.0;60;48;6;1:34.316;196.496;45;14;9;1
572;9;4;6;6;6;3.0;60;49;7;1:34.354;196.417;45;2;2;1
573;10;5;7;7;7;2.0;60;49;9;1:34.451;196.216;45;9;2;1
574;4;7;8;8;8;1.0;59;48;11;1:34.603;195.900;45;5;4;11
575;2;10;9;9;9;0.0;59;29;3;1:33.401;198.421;45;1;1;11
576;3;13;10;10;10;0.0;59;48;12;1:34.893;195.302;45;21;4;11
577;8;14;11;11;11;0.0;59;37;14;1:35.632;193.792;45;22;11;11
578;23;15;12;12;12;0.0;59;46;13;1:35.282;194.504;45;19;8;11
579;12;8;13;13;13;0.0;59;29;10;1:34.496;196.122;45;15;7;11
580;6;1;0;R;14;0.0;34;32;4;1:33.904;197.359;45;8;6;9
581;22;16;0;R;15;0.0;19;18;16;1:37.401;190.273;45;11;8;31
582;11;9;0;R;16;0.0;18;18;15;1:36.195;192.658;45;23;7;4
583;21;22;0;R;17;0.0;13;13;17;1:42.783;180.309;45;28;12;9
584;7;17;0;R;18;0.0;2;2;18;2:20.041;132.338;45;18;11;20
585;20;21;0;R;19;0.0;2;2;19;2:25.798;127.112;45;16;12;20
586;16;11;0;R;20;0.0;2;2;20;2:50.950;108.410;45;3;3;20
587;19;18;0;R;21;0.0;2;2;21;3:01.900;101.884;45;26;5;20
588;18;19;0;R;22;0.0;2;2;22;3:22.300;91.610;45;24;5;20
589;2;1;1;1;1;10.0;70;13;2;1:20.171;196.724;46;1;1;1
590;6;3;2;2;2;8.0;70;70;1;1:20.047;197.029;46;8;6;1
591;9;2;3;3;3;6.0;70;16;5;1:20.582;195.721;46;2;2;1
592;1;6;4;4;4;5.0;70;49;3;1:20.324;196.349;46;4;1;1
593;10;7;5;5;5;4.0;70;40;4;1:20.419;196.117;46;9;2;1
594;11;5;6;6;6;3.0;70;69;9;1:20.961;194.804;46;23;7;1
595;16;4;7;7;7;2.0;70;68;6;1:20.672;195.502;46;3;3;1
596;4;11;8;8;8;1.0;70;69;8;1:20.935;194.867;46;5;4;1
597;15;9;9;9;9;0.0;70;63;7;1:20.915;194.915;46;17;9;1
598;12;8;10;10;10;0.0;69;48;12;1:21.253;194.104;46;15;7;11
599;14;10;11;11;11;0.0;69;67;14;1:21.553;193.390;46;14;9;11
600;3;13;12;12;12;0.0;69;66;15;1:21.695;193.054;46;21;4;11
601;5;14;13;13;13;0.0;69;37;11;1:20.981;194.756;46;13;6;11
602;17;12;14;14;14;0.0;69;49;13;1:21.264;194.078;46;25;3;11
603;22;19;15;15;15;0.0;69;66;10;1:20.980;194.759;46;11;8;11
604;19;20;16;16;16;0.0;69;65;16;1:21.915;192.536;46;20;5;11
605;20;21;17;17;17;0.0;68;67;19;1:22.263;191.721;46;16;12;12
606;8;18;18;18;18;0.0;68;34;17;1:22.004;192.327;46;22;11;12
607;18;16;0;R;19;0.0;42;35;20;1:22.410;191.379;46;24;5;10
608;23;15;0;R;20;0.0;41;39;18;1:22.166;191.948;46;19;8;3
609;7;17;0;R;21;0.0;35;25;21;1:22.906;190.234;46;18;11;37
610;21;22;0;R;22;0.0;4;4;22;1:26.741;181.824;46;29;12;3
611;5;1;1;1;1;10.0;58;18;2;1:27.922;218.566;47;13;6;1
612;6;3;2;2;2;8.0;58;57;1;1:27.295;220.136;47;8;6;1
613;1;4;3;3;3;6.0;58;39;4;1:28.070;218.199;47;4;1;1
614;9;6;4;4;4;5.0;58;39;5;1:28.319;217.583;47;2;2;1
615;2;2;5;5;5;4.0;58;17;3;1:27.963;218.464;47;1;1;1
616;4;7;6;6;6;3.0;58;20;7;1:28.603;216.886;47;5;4;1
617;16;8;7;7;7;2.0;58;37;6;1:28.536;217.050;47;3;3;1
618;10;5;8;8;8;1.0;58;11;11;1:28.918;216.118;47;9;2;1
619;3;10;9;9;9;0.0;58;56;9;1:28.793;216.422;47;21;4;1
620;14;13;10;10;10;0.0;58;54;13;1:29.068;215.754;47;14;9;1
621;17;14;11;11;11;0.0;58;55;8;1:28.737;216.559;47;25;3;1
622;11;16;12;12;12;0.0;57;55;12;1:28.924;216.103;47;23;7;11
623;7;21;13;13;13;0.0;57;34;10;1:28.873;216.227;47;18;11;11
624;23;11;14;14;14;0.0;57;38;17;1:29.658;214.334;47;19;8;11
625;18;15;15;15;15;0.0;57;56;16;1:29.563;214.561;47;24;5;11
626;12;9;16;16;16;0.0;57;39;14;1:29.459;214.811;47;15;7;11
627;8;22;17;17;17;0.0;57;35;15;1:29.513;214.681;47;22;11;11
628;22;17;18;18;18;0.0;57;56;18;1:29.916;213.719;47;11;8;11
629;19;18;19;19;19;0.0;57;39;19;1:29.983;213.560;47;20;5;11
630;21;20;20;20;20;0.0;56;21;22;1:30.951;211.287;47;29;12;12
631;20;19;21;21;21;0.0;53;52;20;1:30.617;212.066;47;16;12;32
632;15;12;0;R;22;0.0;9;4;21;1:30.808;211.620;47;17;9;9
633;1;1;1;1;1;10.0;53;15;1;1:22.871;251.653;48;4;1;1
634;2;2;2;2;2;8.0;53;17;2;1:22.936;251.456;48;1;1;1
635;6;5;3;3;3;6.0;53;21;3;1:23.370;250.147;48;8;6;1
636;9;4;4;4;4;5.0;53;19;4;1:23.681;249.217;48;2;2;1
637;10;6;5;5;5;4.0;53;22;5;1:23.908;248.543;48;9;2;1
638;16;8;6;6;6;3.0;53;52;8;1:24.472;246.884;48;3;3;1
639;4;7;7;7;7;2.0;53;53;7;1:24.226;247.605;48;5;4;1
640;7;10;8;8;8;1.0;53;32;9;1:24.532;246.708;48;18;11;1
641;15;11;9;9;9;0.0;53;46;13;1:24.824;245.859;48;17;9;1
642;8;12;10;10;10;0.0;53;52;12;1:24.767;246.024;48;22;11;1
643;12;9;11;11;11;0.0;53;49;10;1:24.622;246.446;48;15;7;1
644;3;15;12;12;12;0.0;52;32;14;1:24.849;245.787;48;21;4;11
645;17;13;13;13;13;0.0;52;42;16;1:25.000;245.350;48;25;3;11
646;23;14;14;14;14;0.0;52;46;17;1:25.116;245.016;48;19;8;11
647;11;18;15;15;15;0.0;52;49;15;1:24.951;245.492;48;23;7;11
648;22;17;16;16;16;0.0;52;49;11;1:24.669;246.309;48;11;8;11
649;18;19;17;17;17;0.0;52;45;19;1:25.373;244.278;48;24;5;11
650;19;16;18;18;18;0.0;52;47;18;1:25.313;244.450;48;20;5;11
651;20;21;19;19;19;0.0;52;30;20;1:25.377;244.267;48;16;12;11
652;21;22;20;20;20;0.0;52;34;21;1:25.478;243.978;48;29;12;11
653;5;3;0;R;21;0.0;10;8;6;1:23.971;248.357;48;13;6;22
654;14;20;0;R;22;0.0;1;\N;\N;\N;\N;48;14;9;3
655;6;1;1;1;1;10.0;44;12;2;1:48.095;233.261;49;8;6;1
656;5;2;2;2;2;8.0;44;34;1;1:48.036;233.388;49;13;6;1
657;1;3;3;3;3;6.0;44;44;3;1:48.182;233.073;49;4;1;1
658;2;4;4;4;4;5.0;44;41;4;1:48.215;233.002;49;1;1;1
659;9;6;5;5;5;4.0;44;33;5;1:48.663;232.042;49;2;2;1
660;16;5;6;6;6;3.0;44;29;9;1:49.769;229.704;49;3;3;1
661;15;7;7;7;7;2.0;44;12;11;1:50.049;229.119;49;17;9;1
662;4;9;8;8;8;1.0;44;21;8;1:49.600;230.058;49;5;4;1
663;10;14;9;9;9;0.0;44;32;6;1:48.894;231.549;49;9;2;1
664;11;10;10;10;10;0.0;44;43;10;1:50.022;229.175;49;23;7;1
665;12;8;11;11;11;0.0;44;43;7;1:48.990;231.345;49;15;7;1
666;18;13;12;12;12;0.0;43;40;13;1:50.730;227.710;49;24;5;11
667;8;17;13;13;13;0.0;43;43;12;1:50.678;227.817;49;22;11;11
668;20;19;14;14;14;0.0;43;29;15;1:50.902;227.357;49;16;12;11
669;22;18;15;15;15;0.0;43;32;14;1:50.886;227.390;49;11;8;11
670;23;20;16;16;16;0.0;43;43;19;1:51.391;226.359;49;19;8;11
671;21;21;17;17;17;0.0;43;30;20;1:51.648;225.838;49;29;12;11
672;7;12;0;R;18;0.0;36;22;16;1:51.141;226.868;49;18;11;9
673;17;15;0;R;19;0.0;34;18;18;1:51.270;226.605;49;25;3;32
674;14;11;0;R;20;0.0;29;24;17;1:51.156;226.837;49;14;9;9
675;19;16;0;R;21;0.0;8;4;21;1:52.724;223.682;49;20;5;38
676;3;22;0;R;22;0.0;1;\N;\N;\N;\N;49;21;4;22
677;2;1;1;1;1;10.0;67;27;1;1:28.193;186.259;50;1;1;1
678;4;11;2;2;2;8.0;67;34;9;1:29.655;183.222;50;5;4;1
679;6;3;3;3;3;6.0;67;29;8;1:29.619;183.295;50;8;6;1
680;14;12;4;4;4;5.0;67;56;11;1:30.086;182.345;50;14;9;1
681;3;10;5;5;5;4.0;67;33;12;1:30.387;181.738;50;21;4;1
682;5;4;6;6;6;3.0;67;32;7;1:29.588;183.359;50;13;6;1
683;10;9;7;7;7;2.0;67;32;4;1:29.021;184.527;50;9;2;1
684;20;20;8;8;8;1.0;67;54;18;1:31.891;178.763;50;16;12;1
685;18;14;9;9;9;0.0;67;35;13;1:30.653;181.205;50;24;5;1
686;8;17;10;10;10;0.0;67;57;15;1:31.060;180.395;50;22;11;1
687;7;6;11;11;11;0.0;66;58;19;1:31.951;178.647;50;18;11;22
688;21;22;12;12;12;0.0;66;33;20;1:32.130;178.300;50;29;12;11
689;12;13;13;13;13;0.0;66;55;21;1:32.414;177.752;50;15;7;11
690;9;5;14;14;14;0.0;65;28;6;1:29.084;184.396;50;2;2;39
691;22;21;15;15;15;0.0;65;54;16;1:31.507;179.514;50;11;8;4
692;11;15;0;R;16;0.0;55;33;14;1:30.865;180.782;50;23;7;29
693;23;19;0;R;17;0.0;54;27;17;1:31.803;178.935;50;19;8;37
694;16;16;0;R;18;0.0;49;27;10;1:29.926;182.670;50;3;3;40
695;19;8;0;R;19;0.0;46;31;5;1:29.057;184.452;50;20;5;4
696;15;7;0;R;20;0.0;45;30;3;1:28.940;184.695;50;17;9;4
697;1;2;0;R;21;0.0;41;25;2;1:28.511;185.590;50;4;1;3
698;17;18;0;R;22;0.0;19;19;22;2:05.636;130.749;50;25;3;4
